id	title	text	score
2870607	公募大举加仓地产股 保利地产等三家房企位居前列	<p>近期，公募基金四季报披露已进入尾声，公募基金在2018年最后的仓位布局逐渐浮出水面。其中，制造业和金融业占全部行业市值比高达63.22%，保利地产(600048,诊股)、万科A(000002,诊股)等地产股重仓市值也较高，位居前五。而在去年四季度基金调仓力度较大的重仓股中，首先是大幅减持贵州茅台(600519,诊股)等原先持有较多的重仓股，四季度重仓这些个股的基金数也大幅下降，同时则增持多家地产龙头，华夏幸福(600340,诊股)和保利地产均位列增持榜前十。</p><p><img class="ke_img" src="http://xqimg.imedao.com/16887edc00a17d873fd0f0a4.jpg" alt="empty"/></p><p><strong>地产板块抗压性表现优异</strong></p><p>公募基金逐步增大地产板块在配置中的比重，这与该板块在2018年四季度的市场表现不无关系。2018年国内A股市场呈现震荡下行走势，尤其下半年各个板块普遍下跌，却唯独地产板块飘红，强劲的走势也得到了各大公募基金青睐。相关数据显示，公募基金地产行业配置中，持有占流通股比例最高的前十名为保利地产、招商蛇口(001979,诊股)、光大嘉宝(600622,诊股)、华夏幸福、万科A、新城控股(601155,诊股)、阳光城(000671,诊股)、荣盛发展(002146,诊股)、蓝光发展(600466,诊股)、顺发恒业(000631,诊股)。</p><p>地产行业产业链极长，因此转型升级是一个较为漫长的过程。而经历了多年的市场调整，地产行业呈现两个主流趋势，一是集中度进一步推升，业绩加速分化明显，部分预亏的公司情况未见好转，转让土地、逐步剥离房地产业务的情况增多，而一线龙头企业业绩保持良好，销售业绩和市场份额进一步提升；二是地产企业向品质方向转型，地产发展正逐渐摒弃“三高”模式，即高总价、高周转、高杠杆，行业内企业更多的在布局个性化、差异化发展方向。</p><p>中国房地产行业在国家的调控下，正慢慢回归居住需求属性，地产企业即便面临着大洗牌，但整个行业却没有呈现出一蹶不振，行业正一步步走向龙头企业的品质与规模竞争。随着千亿级的地产公司不断涌现，地产行业呈现出一种高度集中化，并且快速提升品质与服务的趋势，处于一线梯队的地产企业纷纷快速做大规模，因为有规模才有行业地位，实力足够强大才能保障品质与品牌影响力，只有这样的公司才能生存发展。</p><p><strong>华夏幸福异地复制成果显著</strong></p><p>在此次公募基金重仓个股中，华夏幸福的排名位居前列，这源于公司异地复制的转型已见成效，公司业绩和规模持续提升。华夏幸福以“产业优先” 为核心策略，为所布局区域导入、培育产业集群，同步建设并运营居住、商业、教育、医疗、休闲等城市配套，最终实现区域的经济发展、社会和谐、人民幸福，推动城市的高质量、可持续发展，并将房地产企业的经营内涵进一步扩大，形成了自己的特色发展模式。目前华夏幸福已经形成产业园区业务和房地产开发业务两大板块，其中产业园区业务包括产业新城与产业小镇两大核心产品，是华夏幸福的核心业务与核心竞争优势所在。</p><p>华夏幸福曾受环京区域限购等政策的影响，但随着公司成为产业新城的行业领军者，异地复制的产业新城项目，不仅让现金流回正的速度快于同期环京区域的项目，而且促进了公司2018年销售面积实现大幅增长，同比增速达57.56%。非环京区域2018年全年实现销售面积774.12万方，同比增长143.7%，占总销售面积的51.53%，较2017年提升18.21%。其中，环郑州区域继环南京、环杭州后，成为华夏幸福新的增长点。华夏幸福在整体销量增长的前提下，非环京区域贡献率逐步提升，产业新城模式异地复制正在逐步兑现。</p><p>在融资渠道上，华夏幸福在2018年四季度也有了全新的开拓，公司全资子公司九通投资通过与关联方平安资管设立投资计划，预计总募集规模不超过60亿元，最低募集规模不低于12亿元，综合融资成本暂定为8.32%，将用于廊坊市固安高新区综合开发PPP项目及南京溧水区产业新城PPP项目。此外，华夏幸福借助平安融资平台的优势，有效为公司提供多元化的融资渠道，这也成为华夏幸福与平安集团全面战略合作的重要落地成果。</p><p>正因为此，华夏幸福成为2018年第四季度公募基金持有市值和加仓数量前十名的上市地产公司，且仅次于保利地产、万科A，位列第三。</p>	1
2928311	粤港澳大湾区发展规划出炉 碧桂园、保利地产等地产股受益	<p><strong>乐居财经讯 王帅</strong> 2月18日，中共中央、国务院印发了《粤港澳大湾区发展规划纲要》，并发出通知，要求各地区各部门结合实际认真贯彻落实。</p><p><img class="ke_img" src="http://xqimg.imedao.com/1690083dfdb39a3fd5f69ba6.png" alt="empty"/></p><p>粤港澳大湾区包括香港特别行政区、澳门特别行政区和广东省广州市、深圳市、珠海市、佛山市、惠州市、东莞市、中山市、江门市、肇庆市（以下称珠三角九市），总面积5.6万平方公里，2017年末总人口约7000万人，是我国开放程度最高、经济活力最强的区域之一，在国家发展大局中具有重要战略地位。建设粤港澳大湾区，既是新时代推动形成全面开放新格局的新尝试，也是推动“一国两制”事业发展的新实践。</p><p><strong>地产相关受益个股：</strong></p><p>其中，龙光地产在深圳、惠州、汕头和珠海四地拥有优质土储；深圳控股公司是一家专注于开发华南地区中高档房地产的开发商。碧桂园、雅居乐、保利地产等在广东省土储丰富；深圳控股在深圳拥有优质土储。其他相关股还包括：天誉置业、佳兆业集团、新天地产集团、中国恒大、万科企业、合景泰富。</p><p>香港本地地产：越秀地产（公司主要业务为房地产发展及投资，业务主要集中在广州地区，并已逐步扩展至珠三角、长三角）、长实地产（集团于香港市场具领导地位，并在中国内地拥有稳固的业务根基）。</p>	1
3347700	A股头条之上市公司公告精选（7.9）	<p>【重大事项】</p><p>美锦能源(000723,诊股)：投资氢能小镇或汽车产业园并非迎合市场热点</p><p>格力电器(000651,诊股)：认购新疆众和(600888,诊股)非公开发行股票 将成第三大股东</p><p>保利地产(600048,诊股)：1-6月公司实现签约金额2526.24亿元 同比增长17.33%</p><p>*ST鹏起(600614,诊股)：实控人、董事长被采取强制措施</p><p>嘉化能源(600273,诊股)：国内首座商用液氢装置将落地嘉兴 争取年底前完工</p><p>华信新材(300717,诊股)两涨停提示风险：6月销售ETC卡基材料约37吨 约占当月主业收入8.93%</p><p>乐视网：公司等4企业被上海渤楚请求裁决支付股权回购款1.32亿元</p><p>众和退(002070,诊股)：公司股票终止上市并摘牌</p><p>华泽退(000693,诊股)：公司股票终止上市并摘牌</p><p>退市海润(600401,诊股)：将于2019年7月12日被上交所予以摘牌</p><p><strong>【业绩报告】</strong></p><p>唐人神(002567,诊股)：6月生猪销售收入同比翻倍</p><p>国金证券(600109,诊股)：母公司6月份净利润7950万元</p><p>中信证券(600030,诊股)：母公司6月份净利润6.82亿元 环比增45%</p><p>华泰证券(601688,诊股)：母公司6月实现净利润3.27亿元</p><p>中信建投(601066,诊股)：母公司6月份净利润4.52亿元</p><p>长城证券(002939,诊股)：6月份母公司实现净利9036万元</p><p>中国银河(601881,诊股)：6月份母公司实现净利2.44亿元</p><p>财通证券(601108,诊股)：6月份母公司实现净利2.41亿元</p><p>国信证券(002736,诊股)：6月份母公司实现净利4.08亿元</p><p>长城证券：6月份母公司实现净利9036万元</p><p>招商证券(600999,诊股)：母公司6月净利润为3.78亿元</p><p>东北证券(000686,诊股)：6月份母公司实现净利3041万元</p><p>国泰君安(601211,诊股)：母公司6月实现净利润7.64亿元</p><p>海通证券(600837,诊股)：母公司6月实现净利润5.49亿元</p><p>国信证券母公司6月份实现营业收入9.82亿元，净利润4.08亿元</p><p>南京证券(601990,诊股)母公司6月份实现营业收入1.64亿元，净利润5721.67万元</p><p>国泰君安（母公司）6月份营业收入22.79亿元，净利润7.64亿元</p><p>华西证券(002926,诊股)母公司6月份实现营业收入3.04亿元，实现净利润1.30亿元</p><p>兴业证券(601377,诊股)（母公司）6月份营业收入7.42亿元，净利润2.19亿元</p><p>长江证券(000783,诊股)母公司6月份实现营业总收入4.42亿元，实现净利润1.38亿元</p><p>财通证券母公司6月份实现营业收入5.14亿元，净利润2.41亿元</p><p>中信证券（母公司）6月份营业收入19.99亿元，净利润6.82亿元</p><p>长城证券母公司6月份实现营业收入2.63亿元，净利润9036.04万元</p><p>国金证券母公司6月份营业收入2.61亿元，净利润7950.44万元</p><p>招商证券（母公司）6月份营业收入11.17亿元，净利润3.78亿元</p><p>海通证券（母公司）6月份营业收入11.78亿元，净利润5.49亿元</p><p>财通证券6月份母公司实现净利2.41亿元</p><p>中国银河6月份中国银河母公司实现营收8亿元，实现净利润2.44亿元</p><p>中信建投母公司6月份营业收入10.62亿元，净利润4.52亿元</p><p><strong>【中报业绩】</strong></p><p>云海金属(002182,诊股)：大幅上修业绩预期 因报告期内镁价上涨</p><p>圣农发展(002299,诊股)：上修业绩预告 上半年净利预增近4倍</p><p>益生股份(002458,诊股)：上半年净利预增逾26倍</p><p>长源电力(000966,诊股)：预计上半年净利同比增长852.62%-1101.13%</p><p>金通灵(300091,诊股)：预计上半年净利润同比下降3.99%-13.13%</p><p>西部证券(002673,诊股)：上半年净利同比增长75%-93%</p><p>弘信电子(300657,诊股)：上半年净利预增60%-90%</p><p>越秀金控(000987,诊股)：上半年业绩同比预增逾5倍</p><p>*ST天首(000611,诊股)：预计上半年亏损2500万元 上年同期亏损2968万元</p><p>蓝色光标(300058,诊股)：预计上半年净利同比增长42.89%-58.77%</p><p>华西股份(000936,诊股)：预计上半年净利同比增长236.57%-287.56%</p><p>日机密封(300470,诊股)：预计上半年净利润同比增长33%-45%</p><p>华测检测(300012,诊股)：预计上半年净利同比增长195%–225%</p><p>酒鬼酒(000799,诊股)：上半年净利1.56亿元 同比增36%</p><p>天顺股份(002800,诊股)：上修业绩预告 上半年预增1529%至1783%</p><p>獐子岛(002069,诊股)：上半年预亏2000万元–2500万元</p><p>创业慧康(300451,诊股)：上半年业绩同比预增82%-99%</p><p>圣邦股份(300661,诊股)：上半年净利预增30%—55%</p><p>创维数字(000810,诊股)：上半年净利预增50%–72%</p><p>天宇股份(300702,诊股)：上半年净利预增516%-546%</p><p>大北农(002385,诊股)：因非洲猪瘟等影响 上半年净利预降55%至70%</p><p><strong>【定增事项+停复牌】</strong></p><p>科伦药业(002422,诊股)：拟每10股配售不超1.4股募资不超20亿元 实控人承诺全额认购</p><p>如意集团(002193,诊股)：重组预案披露 7月9日起复牌</p><p>*ST慧业(000816,诊股)：撤销退市风险警示 实施其他风险警示9日停牌一天</p><p>双汇发展(000895,诊股)：证监会审议公司吸收合并资产事项 11日停牌</p><p>晶瑞股份(300655,诊股)：正在筹划重大资产重组 7月9日停牌</p><p><strong>【投资事项】</strong></p><p>华统股份(002840,诊股)：拟在莘县投资建设生猪屠宰加工项目</p><p>金时科技(002951,诊股)：拟投资4.52亿元设立全资子公司</p><p>岳阳兴长(000819,诊股)：拟出资2095万元设立“弘讯实业”</p><p>恒宝股份(002104,诊股)：全资子公司拟2569.56万元购买资产</p><p>富春环保(002479,诊股)：中标13.7亿元生活垃圾焚烧处置PPP项目</p><p>富春环保：中标垃圾焚烧处置PPP项目 预算总投资约13.76亿元</p><p>龙蟒佰利(002601,诊股)：与银行、经销商及客户签订金融网络服务协议</p><p>山东威达(002026,诊股)：对外投资设立越南子公司</p><p>高能环境(603588,诊股)：中标近7400万元项目</p><p>ST冠福(002102,诊股)：子公司拟与天津药物设合资公司 建原料药产业化基地</p><p>万集科技(300552,诊股)：ETC业务收入增幅较大 预计上半年同比减亏</p><p><strong>【其他事项】</strong></p><p>深圳机场(000089,诊股)：6月旅客吞吐量413万人次 同比增长5.9%</p><p>徐工机械(000425,诊股)：1-7月获得政府补助2.8亿元</p><p>长安汽车(000625,诊股)：6月份汽车销量为14.17万辆</p><p>保利地产：上半年签约金额2526亿元 同比增17%</p><p>蓝丰生化(002513,诊股)：光气装置恢复生产</p><p>永兴特钢(002756,诊股)：更名为“永兴材料”</p><p>太极集团(600129,诊股)：藿香正气口服液获得俄罗斯准入批文</p><p>大连友谊(000679,诊股)：子公司部分债务逾期</p><p>大秦铁路(601006,诊股)：上半年大秦线货物运输量同比降3%</p><p>长安汽车：6月份汽车销量为14.17万辆</p><p>恒瑞医药(600276,诊股)：ESCORT研究达到主要研究终点 可延长患者的总生存期</p><p>太极集团：藿香正气口服液获得俄罗斯准入批文</p><p>牧原股份(002714,诊股)：6月份生猪销售收入11.93亿元</p><p>北汽蓝谷(600733,诊股)：子公司上半年产量同比降72% 销量同比增22%</p><p>金宇车城(000803,诊股)：公司及子公司诺亚方舟因流动资金紧张 出现部分银行贷款逾期</p><p>鲁商置业(600223,诊股)7月12日起更名为鲁商发展</p><p>ST昌九(600228,诊股)：下属企业复产</p><p>*ST嘉陵(600877,诊股)：公司名称变更为“中电科能源股份有限公司”</p><p>*ST天马(002122,诊股)：证监会拟决定对徐茂栋采取终身市场禁入措施</p><p>*ST康得(002450,诊股)：2017年第二期中期票据到期付息存不确定性</p><p>中牧股份(600195,诊股)：年报推10转4派2.42元 股权登记日7月15日</p><p>邦宝益智(603398,诊股)：年报推10转4股 股权登记日7月12日</p><p><strong>【增持减持】</strong></p><p>华中数控(300161,诊股)：持股5%以上股东增持股份比例达到1%</p><p>恒宝股份：耗资近1亿元回购2.12%股份</p><p>世名科技(300522,诊股)两股东拟合计减持不超3.45%股份</p><p>神州信息(000555,诊股)：股东中新创投拟减持不超2%股份</p><p>世名科技：股东拟合计减持不超3.45%股份</p><p>群兴玩具(002575,诊股)：群兴投资减持1.99%股份</p><p>正丹股份(300641,诊股)：持股5%以上股东减持比例达到1%</p>	1
3472517	粤上市房企前7个月发债融资超200亿元	<p>原标题：粤上市房企前7个月发债融资超200亿元</p><p>本报记者 赵 琳</p><p>今年以来，房企融资势头凶猛。《证券日报》记者统计的注册地在广东的25家A股上市房企的发债数据显示，今年前7个月，有9家房企发行债券，规模合计约201亿元人民币。其中，保利地产和金地集团均通过境外全资子公司海外发债。</p><p>此外，目前已有大悦城提请股东大会授权发行不超过300亿元债券，以及保利地产不超过150亿元公司债申请获中国证监会核准批复。可以预见，在今年余下的5个月里，仍将有房企进行发债融资。</p><p>值得注意的是，各家房企的债券票面利率差别较大，首尾更是相差4.52个百分点。其中，招商蛇口2019年第二期债券票面利率最低，仅有3.58%；而香江控股5月底发行的2019年第一期公司债券，票面利率达到8.1%。</p><p>长城短债基金经理邹德立对《证券日报》记者表示：“具有国资背景、信用良好的房企，往往能够进入金融机构的优质用户名单里，从而享受到较为宽松的融资条件和较低的融资成本。相对来说，民营房企则需要承受较高的贷款利率。”</p><p>邹德立认为，随着近年来违约风险事件的发生，中小房企或加速退出市场，行业集中度将进一步提升。</p><p>《证券日报》记者统计显示，发债的9家房企分别为：保利地产、招商蛇口、格力地产、华发股份、华侨城A、珠江实业、金地集团、万科A和香江控股。</p><p>从发债规模来看，招商蛇口以56亿元排在首位。招商蛇口公告显示，公司面向合格投资者公开发行不超过150亿元的公司债券获中国证监会核准发行。2019年公司债券（第一期）于6月25日发行结束，品种一发行规模为23亿元，票面利率为4.21%；品种二发行规模为12亿元，票面利率为3.75%。2019年公司债券（第二期）则于7月12日结束，品种一发行规模15亿元，票面利率为4.13%；品种二发行规模为6亿元，票面利率为3.58%。</p><p>此外，金地集团以5.5亿美元（约38.5亿元人民币）外债的规模排在第二位。金地永隆投资有限公司作为发行人在4月份和6月份分别发行3亿美元和2.5亿美元的境外债券，票面利率分别为5.6%和5.7%。金地集团表示：“债券的成功发行有利于公司进一步优化融资结构、拓展融资渠道，并为在境外市场建立信用打下良好基础，这符合公司的发展战略。”</p><p>保利地产全资子公司恒利（香港）置业有限公司，于3月份通过其境外全资子公司 Poly Real Estate Finance Ltd 在境外发行5亿美元的五年期固息债券，其发债规模排在第三位，该债券票面利率3.875%。此外，保利地产150亿元公司债券申请已于7月初获得核准批复，首期发行将于12个月内完成。</p><p>具有12年债券投资管理经历的长城基金短债基金经理邹德立告诉《证券日报》记者：“房企海外发债融资，对于企业来说当然是好事，这拓宽了他们的融资渠道。一般来说，由于在境外的认可度不高，国内的地产公司在海外发债的利率较高，有时候甚至比国内发债的利率高出一截。如果发债利率较低，当然是好事。”</p>	2
3397866	业绩亮眼 地产股领涨A股 保利地产(600048.SH)涨超6%	<body>格隆汇7月19日丨昨日晚间公布半年度业绩的地产龙头保利地产(600048.SH)今日大涨，现涨6.13%。在保利地产的带动下，房地产板块整体涨幅居前，领涨A股市场。阳光城(000671.S)、华发股份涨幅均在5%以上，滨江集团涨近5%，华侨城A涨4%，招商蛇口、金融街、我爱我家和绿地控股涨超3%。保利地产(600048.SH)2019年上半年营业总收入711.6亿元，同比增19.52%；归属于上市公司股东净利润103.5亿元，同比增59.14%。保利地产虽然营收才20%左右的增速，但净利润增速接近60%，大超预期。近期，地产公司陆续发布业绩，整体来看，整个行业的业绩增速超预期。如金科股份上半年归母净利20-26亿元，同比增200-290%，总体业绩超出预期。阳光城(000671.SZ)上半年营收225.92亿元，同比增48.56%，净利润14.48亿元，同比增40.38%。(行情来源：富途证券)</body>	2
3398572	快讯：租售同权概念股午后拉升 保利地产涨逾5%	<p><img class="ke_img" src="http://xqimg.imedao.com/16c08e62f2645be3f5d6cb79.png" alt="empty"/></p><p>新浪财经讯 7月19日消息，租售同权概念股午后拉升，截至发稿，保利地产(600048)涨逾5%，华发股份(600325)、阳光城(000671)、我爱我家、绿地控股(600606)等个股纷纷跟涨。</p><p>（责任编辑：李显杰 ）</p>	2
3398720	房地产板块整体涨幅居前 保利地产(600048-CN)大涨逾6%	<p><img class="ke_img" src="http://xqimg.imedao.com/16c0903106d469a3fe577dc9.jpg" alt="empty"/></p><p>【财华社讯】7月19日，房地产板块整体涨幅居前，昨日晚间公布半年度业绩的地产龙头保利地产(600048-CN)今日大涨。截止发稿，深物业A(000011-CN)涨停，哈高科(600095-CN)、中南建设(000961-CN)涨逾8%，保利地产(600048-CN)现涨6.13%报14.38元，阳光城(000671-CN)、滨江集团(002244-CN)涨幅均在5%以上，华侨城A(000069-CN)涨4%，沙河股份(000014-CN)、泰禾集团(000732)、华夏幸福(600340-CN)、我爱我家(000560-CN)等均涨超3%。</p><p>消息面上，保利地产(600048-CN)2019年上半年营业总收入711.6亿元，同比增19.52%;归属于上市公司股东净利润103.5亿元，同比增59.14%。保利地产虽然营收才20%左右的增速，但净利润增速接近60%，大超预期。近期，地产公司陆续发布业绩，整体来看，整个行业的业绩增速较为亮眼。如金科股份上半年归母净利20-26亿元，同比增200-290%，总体业绩超出预期。阳光城(000671-CN)上半年营收225.92亿元，同比增48.56%，净利润14.48亿元，同比增40.38%。</p><p>另外，7月18日，住建部公示2019年中央财政支持住房租赁市场发展试点入围城市名单，包括北京、长春、上海、南京、杭州、合肥、福州、厦门、济南、郑州、武汉、长沙、广州、深圳、重庆、成都。业内分析，从此次试点名单看，租赁市场发展的财政资金会更加到位，有利于租赁市场的发展，包括租赁平台的建立和完善、租赁用地的供给、租客相关租赁权益的保障。随着试点落地，我国住房租赁市场有望加速发展，行业相关公司有望迎来机遇。</p><p>(责任编辑：finet)</p>	2
2834040	2018年中央企业收入与利润均两位数增长	<p>证券时报记者 张娟娟</p><p>2018年以来房地产及其他传统行业遇冷，但其中不乏一些业绩持续向好的公司。保利地产发布2018年度业绩快报，数据显示2018年公司实现净利润188亿元，同比增长20.33%。值得注意的是，保利地产2006年上市至今净利润连年增长。将时间缩短发现，海康威视、老板电器等明星股均荣登净利润连续10年增长榜单。</p><p>证券时报·数据宝统计显示，40股2009年至2018年的净利润（净利润中值或快报）10年稳健增长，像老板电器、海康威视、中航光电及奇正藏药等，其中后3家公司净利润连续12年保持增长趋势。</p><p>防御性板块占主导位置</p><p>分板块来看，上述40股中有32股属于中小板，占比八成。另外主板和创业板各有4股，其中主板除了保利地产外，其余3股均属于银行板块，包括浦发银行、中信银行和平安银行；创业板包括精测电子、华宇软件等。</p><p>分行业来看，40股分布于16个行业。防御性行业占据重要位置，如医药生物、银行等板块。其中医药生物股有9只，占比超两成。电子、银行股均有5只，计算机、汽车均有3只。</p><p>超八成股票10年净利润复合增速超20%</p><p>从这40家公司10年来的净利润复合增速来看，34股超过20%，18股超30%。复合增速排首位的是精测电子，高达178.43%，这主要与该公司的净利润基数一直较低有关系。另外，索菲亚、立讯精密、赣锋锂业等9股10年来净利润复合增速均超过10%。</p><p>业绩长牛靠的是经营、热点题材等多方面因素。梳理发现，这40股中包括消费、人工智能及大数据概念，如海康威视、大华股份、索菲亚等。</p><p>另外，从基本面看，28股最新收盘日动态市盈率低于20倍，8股低于10倍，且低于沪指当日11.31倍的市盈率。除银行股外，还包括保利地产、瑞康医药等。</p><p>在业绩的支撑下，这40股高点以来更为抗跌，低点以来涨幅也较大。具体来看，2015年6月12日沪指创高点5178点，至最新收盘日沪指点位接近腰斩；而40只净利润10年连续增长股在此区间平均跌幅不足沪指跌幅的一半。其中，7股逆势上涨，3股涨幅超40%，分别是赣锋锂业、海康威视、伟星新材。</p><p>从3个阶段低点（2016年1月27日，2018年10月19日，2019年1月4日）至最新收盘日的表现来看，上述40股的平均涨幅显著高于沪指同期涨跌幅。尤其是创2638阶段低点的2016年1月27日，至最新收盘日40股平均上涨15.51%，沪指同期下跌6.53%。</p>	2
3099869	物业公司IPO浪潮汹涌？这一次或将轮到央企保利	<p>保利地产昨夜发布公告称，其全资子公司保利物业4月11日起终止在新三板挂牌。</p><p>鉴于新三板面向非上市公司提供股权交易服务，停止挂牌会否成为上市的伏笔？分析人士称，可以理解成“为分拆上市做准备”。</p><p><strong>物业板块的“吸金”攻略</strong></p><p>4月10日晚，保利发展控股集团股份有限公司(下称保利地产)发布公告称，其全资子公司保利物业发展股份有限公司(下称保利物业)的股票自2019年4月11日起，将终止在全国中小企业股份转让系统挂牌。</p><p>据悉，保利物业1996年成立于广州，承接的物业管理项目400余个，管理面积超过1亿平方米，员工两万余人。自2017年8月29日登陆新三板(即全国中小企业股份转让系统)以来，保利物业已走过近两年的岁月。</p><p>不过新三板能给企业的资源与主板存在差距。对于保利物业终止在新三板挂牌的举动，易居研究院智库中心研究总监严跃进对中新经纬客户端分析称，“很显然企业不希望在此类交易系统上市，可能是为后续分拆上市做准备”。</p><p>事实上，有分拆物业板块上市计划或付诸行动的房企并非少数。据中新经纬客户端不完全统计，目前已有13家房企背景的物业公司完成上市，分离的母体企业既包括碧桂园、佳兆业、绿城中国、中海地产等大中房企，也包括奥园中国、滨江集团、花样年、雅居乐等中小房企。</p><p>从以往情况来看，物业管理公司原本只是房产巨头们的辅助业务。即便盈利情况好，也难以与动辄百亿千亿计的物业销售相提并论。</p><p>然而，自从楼市调控引发销售行情下行以来，各大房企纷纷看到自家物业板块的“吸金”能力，相继分拆物业管理公司上市，以充分发挥市值，甚至出现过物业管理公司市值高过房企母体市值的景象。</p><p>数据显示，房企的动态市盈率大多在3-10倍左右，而分拆上市的物业公司多数为20倍左右。以碧桂园和碧桂园服务为例，若不分拆上市，则后者只能作为前者的一部分，按前者的市盈率和市净率来估值。分拆上市后，目前碧桂园的市盈率、市净率为别7.2倍、2倍，碧桂园服务却达到36倍、15倍。</p><p>在估值表现的鲜明对比下，一个问题难以忽视：拆分物业上市，究竟是点石成金的估值魔法，还是越吹越大的估值泡沫？</p><p><strong>分拆上市，只是看起来很美？</strong></p><p>各大房企在分拆物业板块上市时，给出的理由大抵相似：能够提升物业板块竞争力，从而为业主提供更优服务。不过在严跃进看来，在房地产行业集中度不断提升的背景下，分拆物业板块上市，借助资本市场打开融资渠道，能够帮助企业形成更好的融资条件。</p><p>严跃进称，分拆上市往往包含两层含义：一是通过分拆实现专业化运作，体现物业企业独立运作的导向；二是通过上市，使物业板块形成更好的融资态势。</p><p>“在宏观融资环境收紧、持续调控的大环境下，房地产市场发生了微妙的变化，逐渐从原来的增量市场向存量市场转换，从住宅开发向运营业务过渡，房企需要换赛道竞争。” 严跃进说道。</p><p>对于拆分上市对物业板块估值起到的帮助，曾有市场人士分析称，物业管理公司具有轻资产和逆周期的属性且现金流不会因楼市调控而产生较大波动，因此可以支撑起更高估值。</p><p>然而事实的确如此吗？从资本市场表现来看，物业股在2018上半年崛起，大有逆市暴涨之势。然而仅仅到了下半年便“换了人间”，去年8月至年底，物业股平均下跌26%，部分个股跌幅甚至超过50%。</p><p>此外，物管公司往往对母公司有较大依赖。以碧桂园集团的物业板块碧桂园服务为例，其最新财报显示，截至2018年6月底，收入来源中来自碧桂园集团开发物业的比重为90.8%。除此之外，彩生活、绿城服务、中海物业的前述比重也多在70%以上。</p><p>曾有业内人士提出，物业行业规模扩张方面存在天花板，单纯的规模竞争无法从根本上改变物业资源集中型的发展模式。绿城服务集团行政总裁吴志华就曾表示出，5亿平方米规模就已经做到物业管理的极限。</p><p>未来物业管理的天花板在哪里、规模体量又将如何？</p><p>中国指数研究院数据显示，预计到2020年，全国物业管理面积达到296亿平方米，全国物业管理市场规模约为1.5万亿元。国海证券研报称，预计到2030年行业潜在市场规模超过1.3万亿元，相比当前行业规模存在2倍以上成长空间。</p>	2
3409683	房地产行业周报:中期业绩持续兑现,土地市场继续降温	<p>原标题：房地产行业周报:中期业绩持续兑现,土地市场继续降温 来源：东北证券</p><p>市场表现: 本周申万房地产板块收于 4251.62点,本周累计上涨 2.72%,同期上证综指累计下跌 0.22%,深证成指累计上涨 0.16%,沪深 300累计下跌 0.02%;行业横向对比来看,房地产板块位列上游。</p><p>行业动态: 阳光城、保利地产于本周公布了 2019年半年度业绩快报公告,其中保利地产中期业绩大超预期, 预计实现营业收入 711亿元,同比增长 19.52%, 受益于项目毛利率提升、结转权益比例提升, 预计实现归母净利润 103.53亿元,同比大幅增长 59.14%。</p><p>土地交易: 本周土地市场数据统计 7月 8日-7月 14日。全国 100大中城市合计供应土地规划建筑面积 1751万平米,合计成交土地规划建筑面积 1090万平米,当周土地成交楼面均价为 4186元/平米,溢价率9.66%, 本周土地市场溢价率、成交量环比均有明显下降;成交总价方面,百城土地成交总价为 456.55亿元,其中一线、二线、三线城市分别占比 18.65%、 58.08%、 23.26%。分城市级别来看,一线、二线、三线城市本周成交土地面积 80.54、 498.54、 511.51万平米,楼面均价分别为 10573元/平米、 5319元/平米、 2076元/平米,土地成交溢价率为0.31%、 11.71%、 13.23%。</p><p>重点事件点评: 统计局于周中公布了 1-6月房地产投资及销售数据,上半年销售降幅略有扩大,单月销售面积降幅收窄。 1-6月份,商品房销售面积约 7.58亿平方米,同比下降 1.8%,增速扩大 0.2pct; 单月销售面积 20268万平米,同比下降 2.25%,单月降幅有所收窄;区域结构中,中部、西部区域销售走弱,单月销售面积 6069、 5310万平米,单月同比下降 1.9%、 1.76%,东部区域单月销售面积 8048万平米,同比下降 2.09%,降幅收窄 6.7pct。 我们认为后续随着棚改大幅降低的影响逐渐显现,销售或将继续走弱。</p><p>个股方面我们推荐业绩确定性强、资源卓越的一线房企:万科 A、保利地产、华夏幸福、 招商蛇口、 华侨城 A 和金地集团;</p><p>建议关注销售高速成长、业绩弹性大的二线房企和区域龙头:中南建设、蓝光发展、金科股份、荣盛发展和阳光城;</p><p>风险提示:调控政策进一步收紧;市场表现超预期下行</p>	2
