id	title	text	score
3228602	融捷股份旗下亚洲最大锂矿迎复产 王传福表哥“布大局”	<p>盼着盼着，终于等来了复产。融捷股份(002192,诊股)（002192，SZ）日前公告披露，接到四川省康定市政府通知，同意公司全资子公司甘孜州融达锂业有限公司（以下简称融达锂业）康定甲基卡锂辉石矿山于5月16日开工。</p><p>虽然坐拥亚洲最大、品位最高的固体锂辉石矿之一的甲基卡矿山矿脉，但融达锂业一直无法将其更多地变现，矿山在2014年冬歇期结束后停产至今年5月。实际上，为了复产，融捷股份已投入大量资金用于环保技改等。而同时，融捷股份似乎也错过了碳酸锂的黄金周期。</p><p>按照融捷股份实控人吕向阳（比亚迪(002594,诊股)实际控制人王传福的表哥）的设想，将甲基卡的锂矿拉到邛崃加工，可以免去高额的上游成本。为此，其还规划建设总投资百亿的相关产业园项目。但《每日经济新闻》记者实探发现，项目完工尚需时日。</p><p>“产业园没建成，我们还可以卖给其他锂盐生产商。”融捷股份有关人士表示，目前尚不能估计融达锂业产能何时能达到满产负荷。</p><p><strong>甲基卡矿山迎来复产</strong></p><p>吕向阳或可松一口气了，融达锂业甲基卡矿山终于要复产。</p><p>当然，融捷股份的投资者们也十分关心甲基卡矿山的复产进展。股吧或是其他证券投资平台，一直都流传着复产的猜测。每年还会有部分投资者赴融达锂业所在的塔公乡，试图一探究竟。</p><p>复产一事去年有了转机。融捷股份去年11月披露，与甘孜州政府达成初步共识后，重点就是征地和利益共享问题。这也是导致融达锂业迟迟不能复产的难题。</p><p>外界还关注项目的环保问题，主要是融达锂业尾矿库的环保设施。</p><p>“硬岩型锂矿尾矿堆放和三废排放不达标，会污染当地环境。”熟悉甲基卡矿山情况的四川地质调查院副总工程师付小方向《每日经济新闻》记者表示。</p><p>“融达锂业主要是整改尾矿库，专家设计整改方案，这么多年都在整改。”一位熟知融达锂业情况的不愿具名人士向记者透露。</p><p>据《四川经济日报》报道，目前融达锂业已投资3000万元开展环保技改，并已竣工验收；采选项目环境影响评价、水土保持手续已办理完毕，尾矿库下游水质监测点位选定、水质在线检测设备选型及合同签订已完成，安全生产许可证延期手续已通过省级专家评审，284亩永久工业用地土地征占用报批手续已办理完毕。</p><p>融捷股份获得该矿是10年前的事。</p><p>2009年9月，融捷股份以7310万元收购融达锂业51%股权，进入锂矿采选行业。2013年初，公司收购融达锂业剩余49%股权。</p><p>甲基卡矿山于2014年冬歇期结束后停产，此后，融达锂业业绩一直不稳定。2016年，融达锂业营业收入为44.58万元，净利润亏损1325.33万元。2017年，融达锂业营业收入为5742万元，净利润为1731.7万元。去年，融达锂业营业收入为1.15亿元，但净利润亏损342.7万元。</p><p>2016~2018年，融捷股份营业收入分别为2.48亿元、2.79亿元、3.83亿元，净利润分别为530.54万元、3618.1万元和-703.63万元。</p><p>实际上，记者注意到融达锂业2017年的净利润为1731.7万元，这更多是因为库存锂精矿委外深加工成锂盐产品后销售产生的利润。</p><p><strong>错过碳酸锂涨价黄金期</strong></p><p>针对环保技改等，融达锂业投入了大量资本开支。这些付出无疑是值得的，因为融达锂业康定甲基卡锂辉石矿山是全球少有可开采的“富矿”。</p><p>位于四川省甘孜州康定、道孚、雅江三县交界处的甲基卡锂矿床，是亚洲目前最大的伟晶岩型锂辉石矿区。在川西地区众多硬岩型锂矿床中，甲基卡锂矿规模最大、埋藏浅、品位较高，经济价值大。</p><p>目前，开发甲基卡矿山的企业主要是融达锂业、雅江斯诺威、天齐锂业(002466,诊股)子公司。已投产的主要是融达锂业，据测算，其掌握的矿产资源储量达2899.50万吨，开采期限为28年。</p><p>融达锂业拥有的甲基卡锂辉石矿134号脉也属最优质。“它的矿体呈正地形裸露地表，本身就是露天的，非常好开采。”付小方对记者表示。</p><p>露天开采的仅是原矿。根据融达锂业的采矿流程介绍，公司经过“爆破-采剥-二次破碎后运到选矿厂”的采矿流程，采用磨矿-浮选联合工艺流程为主线的选矿新工艺生产出锂精矿。</p><p>多位业内人士向《每日经济新闻》记者表示，融达锂业生产的锂精矿品位较高。</p><p>据介绍，融达锂业生产锂精矿品位（Li2O%）达到了5.5以上。真锂研究创始人墨柯表示，全球最大的锂辉石生产商泰利森（天齐锂业控制公司）生产锂精矿的含锂量在6%出头。</p><p>锂精矿主要销售给下游锂盐厂，用于锂盐（碳酸锂）及深加工产品。融达锂业证载开采规模为105万吨/年。但融达锂业今年实际开采量或难达到这一规模。</p><p>近日，融达锂业总经理吕斌对外表示：“预计今年将产出锂精矿3万吨，实现产值1.5亿元左右；2020年底，力争实现锂矿采选105万吨/年的产能，生产精矿20万吨/年，实现年产值8亿元。”</p><p>在业内人士看来，融达锂业的效益还需要看碳酸锂的价格，碳酸锂和锂精矿犹如面包和面粉的关系。</p><p>一位业内人士告诉记者，1吨碳酸锂需要用7吨（品位比较高）锂精矿，每吨碳酸锂需要3.5万元的材料成本加1万元的加工成本以及税收，“碳酸锂的价格要在7万元/吨（才能获利）”。</p><p>锂精矿是新能源产业链的上游，对于融捷股份而言，掌握上游的重要性不言而喻。一方面，锂精矿的上游市场毛利率远高于下游；另一方面，国内主要从澳大利亚进口锂精矿，融达锂业复产则可解决公司原料自给问题。</p><p>只是，因为融达锂业过去几年停工，融捷股份错过了碳酸锂价格的黄金时期。</p><p>受益于新能源产业链的爆发，碳酸锂价格在2015年开始大涨，电池级碳酸锂均价一度达到14.3万元/吨。触及高点之后碳酸锂进入下跌态势。根据生意社信息，2019年5月22日四川荣锂科技电池级碳酸锂的报价为81000元/吨。</p><p>在碳酸锂价格上涨的黄金周期，相关上市公司业绩也是飙涨，最为典型的自然是天齐锂业和赣锋锂业(002460,诊股)(港股01772)。2014年~2017年，赣锋锂业净利润由8572.74万元增加至14.69亿元。同期天齐锂业的净利润更是由1.31亿元增加至21.45亿元。</p><p><strong>体外项目在建</strong></p><p>融达锂业的锂精矿会在自身的产业链消化，为下游基础锂盐做供应。融捷股份一直在做一体化产业链布局，这也是公司实际控制人吕向阳的打算。</p><p>吕向阳出生于安徽省，16岁进入某银行安徽分行工作。不到30岁辞职，是上世纪80年代“下海”经商的一员。</p><p>吕向阳还有另外一个身份——比亚迪实际控制人王传福的表哥。1995年，吕向阳出资250万元和其表弟王传福共同创立了比亚迪公司。</p><p>看到了新能源产业发展的潜质，吕向阳瞄准了上游锂矿。2015年，吕向阳夫妇通过定增发行入主融捷股份。当时，和吕向阳一同认购增发股票的还有宁德时代(300750,诊股)投资有限公司。</p><p>目前，融捷股份与比亚迪的交易主要通过控股子公司东莞德瑞，后者是公司新能源锂电设备生产装备业务平台。融捷股份年报披露，东莞德瑞与关联方比亚迪建立了合作关系。</p><p>从吕向阳目前布局版图看，融捷股份主打锂矿上游，中游锂冶炼及下游锂电池生产应用则在上市公司体外。</p><p>这些体外项目主要是融捷股份控股股东融捷投资控股集团有限公司（以下简称融捷投资）在邛崃的布局。</p><p>融捷投资已于此前在成（都）甘（孜）工业园区签订160亿元的投资协议，拟建设融捷集团新能源汽车电池产业园和融捷新能源电池总装两个项目，以全面推进锂产业深加工，延伸锂产业链条。该产业园包含了电池级锂盐及锂金属材料、锂电池正负极材料等。</p><p>5月16日下午，《每日经济新闻》记者来到上述项目所在的成甘工业园区。记者注意到，这些项目的投资主体公司分别是成都融捷能源材料有限公司（以下简称融捷能源）、成都融达金属科技有限公司（以下简称融达金属）、成都融捷锂业科技有限公司（以下简称融捷锂业）。</p><p>其中，融捷能源的投资总额20亿元，占地137亩，主要是总部经济及锂电池正、负极材料项目；融达金属项目投资总额20亿元，主要是锂电池正极前驱体材料生产项目；融捷锂业项目的投资总额20亿元，主要是电池级锂盐及锂金属材料项目。</p><p>除开融捷锂业有融捷股份参股之外，其余两家公司均由融捷投资全资控股。</p><p>目前，上述项目均是在建工程，挖掘机和塔吊正繁忙作业，部分用混凝土搭建的建筑物已成型。</p><p>融捷锂业项目对面，约2公里外，还有一处在建工程。记者了解到，这是融达金属的产业配套用房建筑工程。“好像是员工宿舍楼。”现场工人表示。</p><p>目前，在建工程尚处于建设之初，无法看见产业园的雏形。有多位工人表示，“完工还早，估计要几年”。</p>	1
3319666	比亚迪失控女车主公开记录仪想证明：不是我车技不好	<p>视频加载中，请稍候...</p><p>自动播放</p><p><img class="ke_img" src="http://xqimg.imedao.com/16bb153ca74b40c3fe28fcd8.jpg" alt="empty"/><i>play</i>“比亚迪失控门”女车主公开记录仪画面向前向后</p><p>6月29日，西安比亚迪女车主公布行车记录仪画面，视频中车子飞驰20秒，躲过多辆车后发生碰撞事故致1死5伤。此前该女车主称车辆失控，比亚迪声明：过程中制动灯未亮。</p><p>责任编辑：陈合群</p>	1
3094209	恒指低开0.35% 汽车股全线回落	<p>证券时报e公司讯，4月10日，香港恒指低开0.35%。汽车股全线回落，北汽、广汽分别低开2.6%、2.1%，比亚迪(002594,诊股)、吉利、长城分别低开1%、0.8%、0.8%。</p>	1
3330108	汽车行业:新补贴政策正式实施,头部企业优势显著	<p>原标题：汽车行业:新补贴政策正式实施,头部企业优势显著 来源：中国银河</p><p>投资建议</p><p>随着新政策落地，补贴逐渐退坡，前期具有较强技术储备，产品规划较为超前且具有规模效应的公司将大概率受益；另外此次世界新能源汽车大会对于行业转型的洞察与引导也有利于头部企业。因此，建议关注比亚迪（002594.SZ）、宁德时代（300750.SZ）、国轩高科（002074.SZ）等。</p><p>风险提示</p><p>汽车销量不及预期的风险。</p>	1
3122833	高新兴：预计2020年车联网占收比将超过30%	<p>国金证券发布高新兴（300098）的研报指出，2018年公司车联网业务延续良好发展态势：1)车载单元国内市场斩获主流车企，海外市场OBD出货全球第一。公司国内发力前装市场，深度绑定吉利，同时拓展比亚迪（002594）、长安、伟世通等客户，18年4G车规级模组出货量达140万片，20万片T-Box。伴随车联网发展，前装OBU有望向T-Box升级，预计带来百亿级市场空间。海外市场拓展上，公司与全球多家运营商及TSP厂商合作，4G OBD出货量稳居全球第一。2)电子车牌解决方案经验丰富，市占率超过85%。18年电子车牌国标发布，我们预计未来空间超五百亿。公司独家承揽重庆市电子车牌项目多年，先发优势及解决方案经验丰富。19年独家中标武汉市试点项目，目前市占率超过85%。公司在车联网领域布局完善，未来受益于战略聚焦及持续投入，预计2020年车联网占收比将超过30%。</p><p>研报预计公司2019-2021营业收入53/74/95亿元；实现净利润7/10/13亿元。对应EPS分别为0.4/0.6/0.7元，维持“买入”评级。</p>	1
3094997	锂电正极材料商振华新材拟上科创板 为宁德时代、比亚迪供货	<p>科创板的开启，让不少企业心动起来。振华新材，这家原在新三板挂牌的企业，去年8月向股转系统报送终止挂牌申请材料，并计划“集中精力申请境内A股上市”，目前，其已瞄准科创板上市。</p><p>振华新材主要涉足锂电池相关业务。今年2月，贵州省证监局局长带队调研的该省拟在科创板上市企业中，就包括振华新材。</p><p>振华新材披露的最近一份定期报告是2017年年报，2017年，其经营业绩同比有较明显提升。同年，振华新材还曾发行股份募资，上市公司深科技(000021,诊股)（000021，SZ）参与其中。</p><p>宁德时代(300750,诊股)为2017年第一大客户</p><p>贵州省证监局2月的消息显示，该局局长杨光带队赴振华新材等拟上市</p><p>大数据</p><p>、</p><p>高端装备</p><p>、</p><p>新能源</p><p>企业开展专题调研，并结合科创板特点进行专题指导。贵州省证监局表示，下一步，将根据科创板推出的进度，通过组织培训、案例分析等方式，帮助贵州企业积极抢滩登陆科创板。</p><p>振华新材的主要产品为动力三元、钴酸锂等锂电池正极材料，同时，公司还与相关方合作开展锂电池材料回收业务。</p><p>振华科技(000733,诊股)于2016年12月在新三板挂牌，前两年业绩增长迅速。财务数据显示，2016~2017年，振华新材营业收入分别为4.84亿元、13亿元；分别实现归属于股东的净利润405万元、4673万元；这两年公司整体毛利率分别为14.01%、14.15%。</p><p>《每日经济新闻》记者注意到，三元正极材料原本占振华新材营收比例并不高，但受益于2017年时的政策及市场需求，振华新材销售三元正极材料占营收的比重由2016年的40.49%上升至2017年的89.18%。</p><p>振华新材2017年年报显示，当年公司第一大客户为宁德时代，其向宁德时代销售约6.8亿元产品及服务，年度销售占比为52.01%。深圳市比亚迪(002594,诊股)供应链管理公司是其第三大客户，2017年振华新材向其销售金额为6728万元，年度销售占比为5.12%。其余三名客户振华新材并未披露。</p><p>振华新材控股股东及实控人背景深厚。中国振华电子集团有限公司（以下简称中国振华）为振华新材的控股股东，中国振华主要从事锂电池正极材料的研发、生产及销售业务。振华新材的实控人为大型央企中国电子信息产业集团有限公司（以下简称中国电子）。中国电子以提供电子信息技术产品与服务为主业，产业分布于新型显示、信息安全等多个领域。</p><p>深科技是背后“影子股”</p><p>振华科技的股东亦包括A股公司深科技。</p><p>2017年7月1日，振华新材召开股东大会审议通过了《关于公司2017年第一次股票发行方案的议案》，振华新材拟以不低于10元/股及不高于25元/股的价格发行不超过4000万股股票，募集4亿~10亿元资金，用于动力电池三元材料生产线建设项目设备采购、支付控股子公司剩余出资等项目。</p><p>在披露的公开征集投资者结果暨询价结果中，包括深科技，其计划以20元/股的价格认购280万股，认购金额为5600万元；此外，国投（上海）科技成果转化创业投资基金企业（有限合伙）等投资机构及中国振华亦参与认购。2018年5月，这部分股票在股转系统挂牌并公开转让。</p><p>2017年11月，振华新材公告，“因预计应披露的重大信息在披露前已难以保密或已经泄露，或公共媒体出现与公司有关传闻，可能或已经对股票转让价格产生较大影响”，经申请，公司股票自2017年11月3日开市起停牌。后续信息显示，前述重大信息为振华新材计划申请A股上市。</p><p>而为公司业务规划和经营需要，并有助于公司战略发展，2018年5月，振华新材还将其公司注册地址由深圳市搬迁至贵阳市。2018年8月，振华新材发布终止挂牌公告。</p><p>目前，振华新材筹划科创板上市进展如何？4月10日，一位接近振华新材的相关人士向《每日经济新闻》记者表示，目前公司还在筹划中，尚无最新进展，有关更多信息“请咨询董秘，他现在出差了。”</p><p>封面图片来源：视觉中国(000681,诊股)</p>	1
2913980	公告精选：新纶科技布局柔性显示关键材料产品；比亚迪新能源汽车销量大增	<p>证券时报e公司讯，新纶科技(002341,诊股)签署PI项目合作协议 布局柔性显示关键材料产品；东方通信(600776,诊股)：股价连续三日涨停 无应披露而未披露事项；*ST长生(002680,诊股)放量涨停 公司称目前没有应披露而未披露的事项；比亚迪(002594,诊股)：1月份新能源汽车销量同比增近3倍；帝欧家居(002798,诊股)业绩快报：2018年净利同比增6倍；申万宏源(000166,诊股)证券1月净利3.3亿元 同比大幅增长；中旗股份(300575,诊股)：九鼎投资(600053,诊股)方面拟减持不超7.9%股份；星云股份(300648,诊股)：子公司与宁德时代(300750,诊股)签订1亿元检测实验室服务承包合同。</p>	1
3397085	工信部322批新车目录发布，全新RAV4、新款锐界现身	<p>原标题：工信部322批新车目录发布，全新RAV4、新款锐界现身 来源：界面新闻</p><p><img class="ke_img" src="http://xqimg.imedao.com/16c07c5f1bb3b483fdb086a7.jpg" alt="empty"/></p><p>记者-侯卓铠</p><p>7月17日，工信部在其官网发布了第322批次《道路机动车辆生产企业及产品公告》。其中新款福特锐界、比亚迪e3、现代菲斯塔纯电动版、荣威RX5 MAX插电混动版等多款车型亮相，值得注意的是，在此次公布的新车目录中，全新丰田RAV4即将进入中国市场，并且还将推出混动版本。</p><p>全新丰田RAV4</p><p><img class="ke_img" src="http://xqimg.imedao.com/16c07c5f2d83abd3fda7a85b.jpg" alt="empty"/></p><p>即使这一代RAV4已经进入生命周期的末端，但是其在国内合资品牌SUV中仍获得较好的销量成绩，终于我们即将在10月迎来第五代RAV4车型。</p><p>全新一代RAV4在去年纽约车展上首次亮相，新车采用丰田TNGA架构，并且基本沿用了海外版造型设计，动力方面国内确认仅提供2.0自吸和2.5混动两种动力总成，两种动力均提供四驱版。从外观上来看全新RAV4整体造型设计相比上一代更加硬朗，采用双色车身，将提供运动版和普通版两种外观，而海外具有的越野版车型将不提供。尾部则中规中矩线条更加粗狂，有一种硬派SUV的气势，当然下方还搭配双边共两出的排气布局。</p><p>根据信息显示，全新RAV4的车身尺寸为4600毫米、1855毫米、1680毫米，轴距为2690毫米，相比现款只是稍微调整。内饰则是丰田较为功能化的布局，并采用悬浮式中控屏。另外，新车可选装TSS和前排cushion气囊等配置。</p><p>动力方面，国产全新RAV4搭载一台代号为M20D型号2.0L自然吸气发动机，最大马力171Ps，相比现款动力提升20Ps。混动车型则匹配代号A25B的2.5L发动机+电机组成的混动系统，发动机最大马力178Ps，电池组则采用金属氢化物镍蓄电池。此外，两种动力车型均将提供两驱和四驱版本。</p><p>比亚迪e3</p><p><img class="ke_img" src="http://xqimg.imedao.com/16c07c5f3d93a633fecb60d3.jpg" alt="empty"/></p><p>今年可谓比亚迪e平台的产品大年，在此次目录中比亚迪e3也正式发布亮相。新车采用了比亚迪e平台全新的家族式设计，前脸设计与稍早前发布的两厢车比亚迪e2类似局采用了比亚迪“Dragon Face”家族式风格，不过e3定位三厢紧凑级轿车，这样使得整车看起来更加运动。</p><p>尺寸方面，e3车身尺寸为4450/1760/1520mm，轴距为2610mm；动力则搭载了最大功率为136Ps或95Ps的永磁同步电机，电池组则采用镍钴锰酸锂电池。</p><p>新款福特锐界</p><p><img class="ke_img" src="http://xqimg.imedao.com/16c07c5f4d23a3a3fbc6f51c.jpg" alt="empty"/></p><p>7月初长安福特官方表示将在下半年特推出四款新车，其中新款锐界家族（中期改款）已经现身工信部新车名录。</p><p>从图片中可以看出新款锐界的前脸变化最为明显，全新进气格栅采用多条辐的设计，和现款锐界的粗犷风格相比，全新车型的格栅反倒显得更加精致。与此同时，底部雾灯区域的尺寸也更大了一些，视觉效果更为突出。尺寸方面，全新锐界长宽高分别为4878/1925/1734mm，轴距为2850mm，和现款锐界一样。而新款锐界尾部的尾灯和雾灯以及排气管都和现款的风格有所差异，看起来更为运动化。</p><p>另外，新款锐界提供多种个性化的组合装饰，仅前格栅样式就有5种，针对ST版本车型，车身侧面还有ST-Line标识。</p><p>动力方面，新款锐界搭载2.0T发动机，其最大马力为247Ps，相比现款功增加了2Ps，并且满足国六排放标准，传动系统也将全系升级为全新8AT变速箱。至于现款的2.7T发动机，ST-Line版本车型将搭载。</p><p>现代菲斯塔纯电动</p><p><img class="ke_img" src="http://xqimg.imedao.com/16c07c5f5c13a643feeb37be.jpg" alt="empty"/></p><p>作为去年现代在中国推出的全新车型，菲斯塔以运动的外观设计、不错的动力水平，以及较低的拥车成本，月销量迅速攀升至万辆，而在此次目录中纯电动版车型也正式发布。</p><p>从外观上可以看出新车与燃油版车型变化不大，主要取消了前进气格栅，并重新设计了雾灯等处，轮毂造型也采用了最新设计，车身侧面依然是溜背式设计，营造了更强的运动属性。尺寸方面，新车长宽高分别为4705/1790/1435mm，轴距为2700mm。</p><p>配置方面，新车将根据不同车型配置提供LED前大灯、LED后组合灯、大尺寸天窗、全黑车顶、前雷达、多种外后视镜样式等。动力方面，新车将搭载一台由大陆汽车系统（天津）有限公司所生产的型号为EM13驱动电机，其最大马力为184Ps，电池方面则配备的是三元锂动力电池组。</p><p>荣威RX5 MAX PHEV</p><p><img class="ke_img" src="http://xqimg.imedao.com/16c07c5f6c73b103fefd45db.jpg" alt="empty"/></p><p>上海车展期间，荣威发布了全新紧凑级SUV荣威RX5 MAX车型，新车定位介于RX5和RX8之间，目前该款车型的PHEV版本正式亮相。</p><p>外观方面，新车与燃油版车型基本相同，整体设计风格方正，新车的头灯与前格栅相连，同时外侧由镀铬材质的饰条环绕，并且新车采用了全新造型的头灯，带有折线设计的外圈LED灯带与格栅相连，尾灯也采用了环装LED灯带的设计。身尺寸方面，新车长宽高分别为4647/1891/1725mm，轴距为2760mm，与燃油版保持一致。</p><p>动力方面，新车搭载一台型号为15E4E的1.5T涡轮增压发动机，其最大马力为169Ps，储能方面则配备宁德时代的三元锂电池组。</p><p>新款丰田YARiS L 致炫</p><p><img class="ke_img" src="http://xqimg.imedao.com/16c07c5f8153b493fe102258.jpg" alt="empty"/></p><p>作为广汽丰田目前定价最为低的车型丰田YARiS L 致炫也迎来了自己的中期改款车型。外观方面，新款丰田YARiS L 致炫取消了原先“八字胡”的前格栅，从而换上了六边形的“大嘴”造型，同时头灯内部灯腔排布也有较大的变化，整体视觉效果更贴近丰田现有的家族式设计。而且，新车还在前保险杠下方加入了银色的护板，这身周围的黑色装饰和轮眉的加入使得新车更具有跨界范儿。</p><p>尾部造型方面，新车采用了黑色装饰处理，尾灯造型相较现款更小。尺寸上，新车长宽高分别为4160/1720/1520mm，轴距2550mm。动力方面，新车搭载代号7NR-FE的1.5L发动机，其中国六版的最大功率为110Ps，而国五版的最大功率为112PS。</p>	2
3398117	投资者提问：公司和比亚迪，特斯拉有没有合作？	<p>投资者提问：</p><p>公司和比亚迪，特斯拉有没有合作？</p><p>董秘回答(隆盛科技SZ300680)：</p><p>您好，目前公司与客户比亚迪主要在EGR阀产品开展相关合作，与特斯拉无相关合作，谢谢。</p><p>查看更多董秘问答>></p><p>免责声明：本信息由新浪财经从公开信息中摘录，不构成任何投资建议；新浪财经不保证数据的准确性，内容仅供参考。</p>	2
3330203	强强联手！百度和吉利就智能网联、驾驶等进行合作	<p>1.王传福再次提议制定全面电动化发展规划</p><p><img class="ke_img" src="http://xqimg.imedao.com/16bbaac8ceeb3713fd827428.jpg" alt="empty"/></p><p>日前，在2019世界新能源汽车大会上，比亚迪董事局主席王传福发表了主题演讲，提出全面推广电动车，同时逐步禁售燃油车的建议。此外，他还建议将国内私家车电动化时间点设置到2030年之前。</p><p>王传福还建议，国家应尽快制定全面电动化的中长期发展规划，推动电动化进程，并建议分领域制定时间表，比如2020年实现公交车全面电动化，2022年实现出租车全面电动化，2025年实现城市物流和专用车辆全面电动化，直至2030年私家车逐步实现电动化。</p><p>2.宝马、戴姆勒等11家企业成立自动驾驶联盟</p><p><img class="ke_img" src="http://xqimg.imedao.com/16bbaac8ecab2fa3fd2e3350.jpg" alt="empty"/></p><p>据外媒报道，当地时间7月2日上午，由11家企业组成的联盟，合力发表了一份白皮书（自动驾驶安全为先，Safety First For Automated Driving，SaFAD），其中概述了“安全”自动驾驶汽车的研发、测试和验证的框架，这11家企业分别为安波福、奥迪、百度、宝马、大陆集团、戴姆勒、菲亚特克莱斯勒汽车公司、Here、英飞凌、英特尔和大众。</p><p>3.充电5折优惠 小鹏汽车推出购车新权益</p><p><img class="ke_img" src="http://xqimg.imedao.com/16bbaac8ff5fd973fdfb36ba.jpg" alt="empty"/></p><p>日前，小鹏汽车官方宣布，自2019年7月1日起，凡订购小鹏汽车的用户，即可获得小鹏自营超充站5年10万公里充电5折权益；已提车用户也可批量追加享受此权益，享受充电费用全单5折优惠。</p><p>优惠细则中表示，按照1年2万公里为单位进行计算，2万公里换算成3333度电。如A车主7月1日提车，自该日起的一年内可享受最高3333度电的5折充电优惠（含电费和服务费全价5折），如果超出，按正常计费。此外，一年内未用完额度，不可累计到下一年度。</p><p>4.百度与吉利就智能网联/驾驶等进行合作</p><p><img class="ke_img" src="http://xqimg.imedao.com/16bbaac9108b2fc3fbf16007.jpg" alt="empty"/></p><p>7月3日，在百度AI开发者大会上，百度宣布与吉利将就智能网联、智能驾驶、智能家居、电子商务等AI技术在汽车、出行领域应用展开全面战略合作。共同研究、探索“最强汽车+最强AI”，加速中国智能汽车的普及，打造智能出行体验。</p><p>李彦宏表示，“百度和吉利的战略合作，聚焦AI技术赋能，不仅能为用户带来更自然、更便捷的人车交互，更将加速汽车及出行产业的智能化步伐。”李书福对此认为，“此次双方通过战略合作和资源协同，致力于占领行业技术制高点，共同构建引领未来的智能出行生态，为用户创造全新价值体验。”</p><p>5.花生好车与网金社合作 获得10亿元债券融资</p><p><img class="ke_img" src="http://xqimg.imedao.com/16bbaac9294fd983fecd2124.jpg" alt="empty"/></p><p>7月2日，汽车新零售平台花生好车宣布获得此前浙江互联网金融资产交易中心股份有限公司10亿元债权融资，双方以应收账款质押的方式进行合作。</p><p>浙江互联网金融资产交易中心股份有限公司是由中投保、恒生电子、蚂蚁金服共同发起设立的全国第一家互联网金融资产交易中心。</p>	2
